t_rel;t_epoch;ID;subID;lon;lat;alt;heading;speed;distance;yaw;pitch;roll;easting;northing;flightphase;satid;orbit_lat;orbit_lng;orbit_dist;uav_az;uav_elev;uav_dist;gain_az;gain_elev;gain_value;sat_sel;beam_sel;alpha;EIRP0;d_alpha;db_at_alpha;EIRP;Tsky_uav;Tsys_uav;Tsky_sat;Tsys_sat;terrain_shadowing;DEM_x;DEM_y;DEM_z;DEM_dist;DEM_min_dz;atm_loss_up;atm_loss_down;rain_att_up;rain_att_down;path_in_atm;path_in_rain;path_loss_up;path_loss_down;f_down;f_up;bandwidth;CN0_downlink;CN_total_downlink;Es/N0_down;modcod_downlink;coderate_downlink;datarate_downlink;CN0_uplink;CN_total_uplink;Es/N0_up;modcod_uplink;coderate_uplink;datarate_uplink;act_flightphase_start;uplink_latency_active;uplink_datarate_active;uplink_availability_active;uplink_continuity_active;uplink_integrity_active;uplink_transaction_time_active;uplink_transaction_possibility_active;uplink_latency_avg;uplink_datarate_avg;uplink_availability_avg;uplink_continuity_avg;uplink_transaction_time_avg;uplink_transaction_possibility_avg;downlink_latency_active;downlink_datarate_active;downlink_availability_active;downlink_continuity_active;downlink_integrity_active;downlink_transaction_time_active;downlink_transaction_possibility_active;downlink_latency_avg;downlink_datarate_avg;downlink_availability_avg;downlink_continuity_avg;downlink_transaction_time_avg;downlink_transaction_possibility_avg
3320;1786617135;0;3155.374074074073;3.659925851851853;51.96883655555556;293.7337296570441;235.362590333331;68.40753568263222;684.0753568263222;-0.6730017057669296;-6.45639748148168;15.317448777781838;545335.4808885936;5757777.782818102;32;62230;53.0696235870916;11.346938686132982;365.3249047757272;73.75477995856202;30.65124470301105;657.5202228481296;209.7492895210244;30.16767897010392;6.5;104;-1;;50;;;0;288.15;350;214.516280781395;50;1;;;;;;5.884533102189284;5.884533102189284;0;0;31384.17654500951;0;170.3895904354646;170.3895904354646;12;12;250;83.38640515483102;-1.453492721790133;30.484707538371;27;0.9;0.71248432;91.83738555497356;3.820081676572114;35.75828193673324;27;0.9;0.71248432;127;0.07518884516582232;712484.32;1;1;1;0.02299559378373408;1;0.07464188351183872;712484.3199999964;0.9902912621359224;1;0.02299559378373406;1;0.07518884516582232;712484.32;1;1;1;0.02299559378373408;1;0.07464188351183872;712484.3199999964;0.9902912621359224;1;0.02299559378373406;1
3330;1786617145;0;3164.896551724138;3.651016206896552;51.96605896551726;240.0334839551727;241.2141037931035;68.02785319739366;680.2785319739366;-0.1265558949218569;-6.703147931034484;2.067486551724146;544726.1788595436;5757463.341863052;32;62058;52.04306615482854;5.526662570670026;365.2328856524018;85.4548244790165;69.10715284241024;382.6209640102224;220.4171055992133;73.70799034644304;6.5;80;-1;;50;;;0;288.15;350;151.8748991588176;50;1;;;;;;3.211135352725557;3.211135352725557;0;0;17126.0552145363;0;165.6867833743055;165.6867833743055;12;12;250;90.7626099654538;3.363673275284411;35.30187353544554;27;0.9;0.71248432;99.21359036559636;5.510598345964006;37.44879860612514;27;0.9;0.71248432;127;0.07427187994037322;712484.32;1;1;1;0.02299559378373408;1;0.07464007861636816;712484.3199999964;0.9903381642512076;1;0.02299559378373406;1;0.07427187994037322;712484.32;1;1;1;0.02299559378373408;1;0.07464007861636816;712484.3199999964;0.9903381642512076;1;0.02299559378373406;1
3340;1786617155;0;3174.425925925926;3.642065370370371;51.96341074074074;188.1562187092596;241.3110140740741;67.36761895245866;673.6761895245866;-0.02206817132122052;-6.833731296296296;1.761648333333336;544113.843556797;5757163.339262146;32;62058;51.8834016147391;6.512135064045706;365.2003011419684;91.45163125146692;59.56677082085576;412.3990409175354;220.3548260832308;64.15178573066494;6.5;80;-1;;50;;;0;288.15;350;160.0376420369439;50;1;;;;;;3.479390227010662;3.479390227010662;0;0;18556.74787739019;0;166.3377610750312;166.3377610750312;12;12;250;89.84337739044302;2.92115618161402;34.85935644177515;27;0.9;0.71248432;98.29435779058556;5.402842878155588;37.34104313831672;27;0.9;0.71248432;127;0.07437120891317652;712484.32;1;1;1;0.02299559378373408;1;0.0746387734236342;712484.3199999964;0.9903846153846154;1;0.02299559378373406;1;0.07437120891317652;712484.32;1;1;1;0.02299559378373408;1;0.0746387734236342;712484.3199999964;0.9903846153846154;1;0.02299559378373406;1
3350;1786617165;0;3183.915708812264;3.633198390804594;51.9607927586207;138.1235099524764;241.588842911878;65.87256524407084;658.7256524407086;0.1513318058947474;-4.465486934860508;1.461064865899799;543507.1680411706;5756866.82585284;32;62058;51.71484194890322;7.490162833505316;365.1657239091965;94.35928933756582;51.32958336460234;451.9606349515394;217.627319684144;54.14524082551422;6.5;80;-1;;50;;;0;288.15;350;170.3119161538952;50;1;;;;;;3.842443754720534;3.842443754720534;0;0;20493.03335850952;0;167.1334203449121;167.1334203449121;12;12;250;88.6846645928523;2.294260978735727;34.23246123889686;27;0.9;0.71248432;97.13564499299486;5.23550526454793;37.17370552470906;27;0.9;0.71248432;127;0.074503172186362;712484.32;1;1;1;0.02299559378373408;1;0.07463811834519328;712484.3199999964;0.9904306220095694;1;0.02299559378373406;1;0.074503172186362;712484.32;1;1;1;0.02299559378373408;1;0.07463811834519328;712484.3199999964;0.9904306220095694;1;0.02299559378373406;1
3360;1786617175;0;3193.3908045977;3.624532183908048;51.9582283908046;113.3927031528769;241.5929505747127;64.32907036136644;643.2907036136644;-0.1723017154371365;-5.045437816091856;1.127974712643659;542914.1656795686;5756576.46811387;32;62058;51.53750471249278;8.460454379511034;365.1291784647001;96.07566630861128;44.43606712965606;498.9723835107698;218.7852552242876;47.80965013380628;6.5;80;-1;;50;;;0;288.15;350;181.7288950101013;50;1;;;;;;4.285022833711361;4.285022833711361;0;0;22853.45511312726;0;167.9929383330278;167.9929383330278;12;12;250;87.3825675257457;1.500013484503425;33.43821374466455;27;0.9;0.71248432;95.83354792588824;4.997095171905626;36.93529543206675;27;0.9;0.71248432;127;0.07465998650008044;712484.32;1;1;1;0.02299559378373408;1;0.07463822348055332;712484.3199999964;0.9904761904761906;1;0.02299559378373406;1;0.07465998650008044;712484.32;1;1;1;0.02299559378373408;1;0.07463822348055332;712484.3199999964;0.9904761904761906;1;0.02299559378373406;1
3370;1786617185;0;3202.934865900381;3.616067318007665;51.95572693486592;87.5161038777853;241.6191759386973;63.65578091696544;636.5578091696544;-0.07865981220666456;-5.232079157088086;1.094091762452034;542334.871533807;5756293.294908662;32;62058;51.35151356856536;9.422726279872542;365.0906911025368;97.21226387889166;38.71948898213153;551.5223183848966;219.1778047179903;42.21302962967428;6.5;80;-1;;50;;;0;288.15;350;193.543726377323;50;1;;;;;;4.796101106304438;4.796101106304438;0;0;25579.20590029034;0;168.8626699762852;168.8626699762852;12;12;250;86.00175760989526;0.560574919549577;32.49877517971071;27;0.9;0.71248432;94.45273801003782;4.67420680721445;36.61240706737558;27;0.9;0.71248432;127;0.07483527421487054;712484.32;1;1;1;0.02299559378373408;1;0.0746391663070333;712484.3199999962;0.990521327014218;1;0.02299559378373406;1;0.07483527421487054;712484.32;1;1;1;0.02299559378373408;1;0.0746391663070333;712484.3199999962;0.990521327014218;1;0.02299559378373406;1
3380;1786617195;0;3212.478927203062;3.607688544061306;51.9532554789272;61.63217220307334;241.6599501149426;63.34322669147902;633.4322669147904;-0.0447780643872316;-5.305781532567036;0.976954865900363;541761.400677964;5756013.576324774;32;62058;51.15699364412264;10.37672672722932;365.0502890037779;98.02330950512848;33.96796354153186;608.1728078869642;219.357356573188;37.55871374140173;6.5;80;-1;;50;;;0;288.15;350;205.241821864118;50;1;;;;;;5.369326754883548;5.369326754883548;0;0;28636.40935937892;0;169.7119481114597;169.7119481114597;12;12;250;84.57925382614168;-0.5006313017976334;31.4375689583635;27;0.9;0.71248432;93.03023422628422;4.252556811963588;36.19075707212472;27;0.9;0.71248432;127;0.07502423990760344;712484.32;1;1;1;0.02299559378373408;1;0.07464099999084554;712484.3199999962;0.990566037735849;1;0.02299559378373406;1;0.07502423990760344;712484.32;1;1;1;0.02299559378373408;1;0.07464099999084554;712484.3199999962;0.990566037735849;1;0.02299559378373406;1
3390;1786617205;0;3222.02222222222;3.59936066666667;51.95078422222224;39.71191528889178;241.7187913333333;61.72674134088798;617.26741340888;-0.0880624999774632;-4.005953777777902;0.8418142222222054;541191.3640375868;5755733.974355084;32;60727;48.70172620445344;1.222200960344489;364.9093252568;206.0153491728006;39.32053357657326;544.967655363955;325.6452553189426;35.55557611895116;6.5;31;-1;;50;;;0;288.15;350;192.1903495791409;50;1;;;;;;4.734413901703816;4.734413901703816;0;0;25250.20747575368;0;168.758822683275;168.758822683275;12;12;250;86.16729210750606;0.6781527513335318;32.61635301149466;27;0.9;0.71248432;94.61827250764862;4.717147617891754;36.65534787805288;27;0.9;0.71248432;127;0.07481341021247144;712484.32;1;1;1;0.02299559378373408;1;0.07464181710090064;712484.3199999962;0.9906103286384976;1;0.02299559378373406;1;0.07481341021247144;712484.32;1;1;1;0.02299559378373408;1;0.07464181710090064;712484.3199999962;0.9906103286384976;1;0.02299559378373406;1
3400;1786617215;0;3231.532567049807;3.591237318007665;51.94838685823756;33.20807954639914;241.8968948275863;60.30843878320614;603.0843878320614;0.005479768011138662;-3.578251992337193;0.5290765900383386;540635.2542453826;5755462.77056485;32;60727;48.9758686096073;2.081109025219566;364.9658413121533;198.5501702094765;43.50001190069578;506.3661062650732;318.4874062577611;40.50146272030791;6.5;31;-1;;50;;;0;288.15;350;183.507467572712;50;1;;;;;;4.358218059851331;4.358218059851331;0;0;23243.82965254043;0;168.1207007104042;168.1207007104042;12;12;250;87.18160992222932;1.369299047310459;33.30749930747159;27;0.9;0.71248432;95.63259032237186;4.954889210890908;36.89308947105204;27;0.9;0.71248432;127;0.0746846493044873;712484.32;1;1;1;0.02299559378373408;1;0.0746420191395968;712484.3199999962;0.9906542056074766;1;0.02299559378373406;1;0.0746846493044873;712484.32;1;1;1;0.02299559378373408;1;0.0746420191395968;712484.3199999962;0.9906542056074766;1;0.02299559378373406;1
3410;1786617225;0;3241.042145593868;3.583305019157091;51.94603946360154;31.50461042865915;242.01061651341;59.21089885274282;592.1089885274282;0.1960253303602548;-3.546124636015321;0.3434496168583012;540092.171472414;5755197.291750784;32;60727;49.24289984611468;2.949806130323957;365.0208016917541;188.7289529622392;47.52570724940822;475.8337123037326;309.2423731390894;45.07615445233678;6.5;31;-1;;50;;;0;288.15;350;176.2591125460911;50;1;;;;;;4.06735328907581;4.06735328907581;0;0;21692.55087507098;0;167.5805123045455;167.5805123045455;12;12;250;88.01266309886356;1.895938517086457;33.83413877724759;27;0.9;0.71248432;96.46364349900612;5.119753117056644;37.05795337721777;27;0.9;0.71248432;127;0.0745828042008278;712484.32;1;1;1;0.02299559378373408;1;0.07464174113518944;712484.3199999962;0.9906976744186046;1;0.02299559378373406;1;0.0745828042008278;712484.32;1;1;1;0.02299559378373408;1;0.07464174113518944;712484.3199999962;0.9906976744186046;1;0.02299559378373406;1
3420;1786617235;0;3250.551724137931;3.575523103448276;51.9437275862069;31.06690311965519;242.0397486206897;58.81237541647268;588.1237541647268;-0.1893319713793628;-3.589949655172413;0.2748786206896625;539559.3369514096;5754935.90443131;32;60727;49.50267781284782;3.82823021983395;365.0741668862729;176.1426649939423;50.78942540921542;454.9937537651012;297.9828832003276;48.95987627852342;6.5;31;-1;;50;;;0;288.15;350;171.1065115723939;50;1;;;;;;3.871827900842766;3.871827900842766;0;0;20649.74880449475;0;167.1915168353641;167.1915168353641;12;12;250;88.59718395627806;2.243833282119251;34.18203354228038;27;0.9;0.71248432;97.04816435642062;5.221265357494202;37.15946561765533;27;0.9;0.71248432;127;0.07451328958168876;712484.32;1;1;1;0.02299559378373408;1;0.07464114089428522;712484.3199999962;0.9907407407407406;1;0.02299559378373406;1;0.07451328958168876;712484.32;1;1;1;0.02299559378373408;1;0.07464114089428522;712484.3199999962;0.9907407407407406;1;0.02299559378373406;1
3430;1786617245;0;3260.061302681994;3.567790344827584;51.94143590038314;30.94549883593869;242.0775129885058;58.70047209818254;587.0047209818256;-0.5479029112559374;-3.617068199233723;0.198231992337141;539029.8087601142;5754676.846212278;32;60727;49.75505757553204;4.716292267530888;365.1258978843507;161.160823975313;52.51731477564288;445.206941541951;284.1260717137615;51.57784535555364;6.5;31;-1;;50;;;0;288.15;350;168.6202609557795;50;1;;;;;;3.780540759834173;3.780540759834173;0;0;20162.88405244892;0;167.0026466851038;167.0026466851038;12;12;250;88.87734124754692;2.403806925438421;34.34200718559955;27;0.9;0.71248432;97.32832164768948;5.26603214086226;37.20423240102339;27;0.9;0.71248432;127;0.07448064429004786;712484.32;1;1;1;0.02299559378373408;1;0.07464039439845156;712484.3199999962;0.9907834101382488;1;0.02299559378373406;1;0.07448064429004786;712484.32;1;1;1;0.02299559378373408;1;0.07464039439845156;712484.3199999962;0.9907834101382488;1;0.02299559378373406;1
3440;1786617255;0;3269.605363984674;3.560075708812261;51.93914471264368;30.90466304498085;242.0713616475096;58.39608224213518;583.9608224213516;-0.01889495240607271;-3.635506858237548;0.1921111111111166;538501.4714220006;5754417.909517462;32;60727;49.99989790648934;5.613896871110716;365.1759574820699;145.4303625803612;52.16850934817734;447.1981354571807;268.0805549959469;52.2478254285034;6.5;31;-1;;50;;;0;288.15;350;169.1092320007946;50;1;;;;;;3.798343272529522;3.798343272529522;0;0;20257.83078682412;0;167.0414078256292;167.0414078256292;12;12;250;88.82077759432616;2.371865284833543;34.31006554499467;27;0.9;0.71248432;97.27175799446872;5.257188369674628;37.19538862983576;27;0.9;0.71248432;127;0.07448728619801484;712484.32;1;1;1;0.02299559378373408;1;0.07463968556419028;712484.3199999962;0.9908256880733946;1;0.02299559378373406;1;0.07448728619801484;712484.32;1;1;1;0.02299559378373408;1;0.07463968556419028;712484.3199999962;0.9908256880733946;1;0.02299559378373406;1
3450;1786617265;0;3279.114942528738;3.552396896551723;51.93687126436782;30.90220212804597;242.046327586207;58.41933086593696;584.1933086593696;0.2377877948654425;-3.645585862068972;0.2205054022988623;537975.5277119382;5754161.02057701;32;60727;50.23705829454116;6.520931249149432;365.2243096289403;131.1179815264513;49.86254597849114;460.814036652276;253.0888835161128;50.84436423722812;6.5;31;-1;;50;;;0;288.15;350;172.507679990911;50;1;;;;;;3.924132514675821;3.924132514675821;0;0;20928.70674493771;0;167.3019221322059;167.3019221322059;12;12;250;88.43447404560314;2.148898694771894;34.08709895493303;27;0.9;0.71248432;96.8854544457457;5.194134235866622;37.13233449602775;27;0.9;0.71248432;127;0.07453270395563932;712484.32;1;1;1;0.02299559378373408;1;0.0746391925613859;712484.3199999962;0.9908675799086758;1;0.02299559378373406;1;0.07453270395563932;712484.32;1;1;1;0.02299559378373408;1;0.0746391925613859;712484.3199999962;0.9908675799086758;1;0.02299559378373406;1
3460;1786617275;0;3288.590038314175;3.544722068965518;51.9345883908046;30.88955832522606;242.077177816092;58.46794662094768;584.6794662094768;0.0546220412144163;-3.647676934865904;0.1497162835248969;537449.8120677974;5753903.141134328;32;60727;50.46639651432558;7.437253592330828;365.2709188942454;119.45511044587698;46.2757088669413;485.073800761666;240.7852461768275;48.02432741335822;6.5;31;-1;;50;;;0;288.15;350;178.3998282181325;50;1;;;;;;4.151248386667319;4.151248386667319;0;0;22139.99139555904;0;167.7475645159218;167.7475645159218;12;12;250;87.76171578989586;1.740814659456027;33.67901491961716;27;0.9;0.71248432;96.2126961900384;5.072613917506278;37.01081417766741;27;0.9;0.71248432;127;0.07461362581828802;712484.32;1;1;1;0.02299559378373408;1;0.07463907528274782;712484.3199999962;0.990909090909091;1;0.02299559378373406;1;0.07461362581828802;712484.32;1;1;1;0.02299559378373408;1;0.07463907528274782;712484.3199999962;0.990909090909091;1;0.02299559378373406;1
3470;1786617285;0;3298.099616858237;3.537039310344828;51.93230609195404;30.88770548613027;242.0491443295019;58.29856927630908;582.9856927630908;0.0090109568351688;-3.651391379310344;0.19577835249042;536923.4970169282;5753645.377029932;32;60727;50.6877746601663;8.362714483775148;365.3157516534966;110.47300137483254;42.15569250333167;518.4836155409032;231.1652784754825;44.36463981993641;6.5;31;-1;;50;;;0;288.15;350;186.1654398500593;50;1;;;;;;4.469956201811603;4.469956201811603;0;0;23839.76640966188;0;168.3261088812482;168.3261088812482;12;12;250;86.8644636094251;1.158750409545525;33.09695066970665;27;0.9;0.71248432;95.31544400956764;4.88508390502295;36.82328416518408;27;0.9;0.71248432;127;0.07472506896466376;712484.32;1;1;1;0.02299559378373408;1;0.07463946794796206;712484.3199999962;0.990950226244344;1;0.02299559378373406;1;0.07472506896466376;712484.32;1;1;1;0.02299559378373408;1;0.07463946794796206;712484.3199999962;0.990950226244344;1;0.02299559378373406;1
