t_rel;t_epoch;ID;subID;lon;lat;alt;heading;speed;distance;yaw;pitch;roll;easting;northing;flightphase;satid;orbit_lat;orbit_lng;orbit_dist;uav_az;uav_elev;uav_dist;gain_az;gain_elev;gain_value;sat_sel;beam_sel;alpha;EIRP0;d_alpha;db_at_alpha;EIRP;Tsky_uav;Tsys_uav;Tsky_sat;Tsys_sat;terrain_shadowing;DEM_x;DEM_y;DEM_z;DEM_dist;DEM_min_dz;atm_loss_up;atm_loss_down;rain_att_up;rain_att_down;path_in_atm;path_in_rain;path_loss_up;path_loss_down;f_down;f_up;bandwidth;CN0_downlink;CN_total_downlink;Es/N0_down;modcod_downlink;coderate_downlink;datarate_downlink;CN0_uplink;CN_total_uplink;Es/N0_up;modcod_uplink;coderate_uplink;datarate_uplink;act_flightphase_start;uplink_latency_active;uplink_datarate_active;uplink_availability_active;uplink_continuity_active;uplink_integrity_active;uplink_transaction_time_active;uplink_transaction_possibility_active;uplink_latency_avg;uplink_datarate_avg;uplink_availability_avg;uplink_continuity_avg;uplink_transaction_time_avg;uplink_transaction_possibility_avg;downlink_latency_active;downlink_datarate_active;downlink_availability_active;downlink_continuity_active;downlink_integrity_active;downlink_transaction_time_active;downlink_transaction_possibility_active;downlink_latency_avg;downlink_datarate_avg;downlink_availability_avg;downlink_continuity_avg;downlink_transaction_time_avg;downlink_transaction_possibility_avg
0;1786613815;0;0;4.45484;51.96271;-4.034686368;236.93867;0;0;0;3.7161;0.13177;599955.9489;5757890.313657626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
20;1786613835;0;20.22605363984732;4.45484;51.96271;-4.045672049011494;235.76584;0;0;0;3.441112605363985;0.4094122605363985;599955.9489;5757890.313657626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
40;1786613855;0;39.21072796934869;4.45484;51.96271;-4.046473626298851;235.7656663218391;0;0;0;3.500152643678161;0.4102178927203065;599955.9489;5757890.313657626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
60;1786613875;0;58.19540229885056;4.45484;51.96271;-4.046468744827587;235.7656600000001;0;0;0;3.50023091954023;0.410213908045977;599955.9489;5757890.313657626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
80;1786613895;0;77.1800766283534;4.45484;51.96271;-4.046457744;235.76562;0;0;0;3.50010459770115;0.4102154022988506;599955.9489;5757890.313657626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
100;1786613915;0;96.16475095785346;4.45484;51.96271;-4.0464486;235.76562;0;0;0;3.499986475095785;0.41023;599955.9489;5757890.313657626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
120;1786613935;0;115.1839080459794;4.45484;51.96271;-4.046444991448276;235.76559;0;0;0;3.500138965517242;0.41021;599955.9489;5757890.313657628;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
140;1786613955;0;134.2030651341016;4.45484;51.96271;-4.046436408;235.7655900000001;0;0;0;3.500133908045977;0.41021;599955.9489;5757890.313657626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
160;1786613975;0;153.2222222222219;4.45484;51.96271;-4.045280877333333;235.7656422222223;3.042697023961137e-12;6.085394047922274e-11;0;3.416836666666664;0.4094600000000002;599955.9489;5757890.313657628;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
180;1786613995;0;172.1724137931063;4.454839999999999;51.96271;-4.03773132;235.7707486206897;3.042697023961137e-12;6.085394047922274e-11;0;2.860996896551724;0.3979920689655224;599955.9489;5757890.313657626;0;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
