t_rel;t_epoch;ID;subID;lon;lat;alt;heading;speed;distance;yaw;pitch;roll;easting;northing;flightphase;satid;orbit_lat;orbit_lng;orbit_dist;uav_az;uav_elev;uav_dist;gain_az;gain_elev;gain_value;sat_sel;beam_sel;alpha;EIRP0;d_alpha;db_at_alpha;EIRP;Tsky_uav;Tsys_uav;Tsky_sat;Tsys_sat;terrain_shadowing;DEM_x;DEM_y;DEM_z;DEM_dist;DEM_min_dz;atm_loss_up;atm_loss_down;rain_att_up;rain_att_down;path_in_atm;path_in_rain;path_loss_up;path_loss_down;f_down;f_up;bandwidth;CN0_downlink;CN_total_downlink;Es/N0_down;modcod_downlink;coderate_downlink;datarate_downlink;CN0_uplink;CN_total_uplink;Es/N0_up;modcod_uplink;coderate_uplink;datarate_uplink;act_flightphase_start;uplink_latency_active;uplink_datarate_active;uplink_availability_active;uplink_continuity_active;uplink_integrity_active;uplink_transaction_time_active;uplink_transaction_possibility_active;uplink_latency_avg;uplink_datarate_avg;uplink_availability_avg;uplink_continuity_avg;uplink_transaction_time_avg;uplink_transaction_possibility_avg;downlink_latency_active;downlink_datarate_active;downlink_availability_active;downlink_continuity_active;downlink_integrity_active;downlink_transaction_time_active;downlink_transaction_possibility_active;downlink_latency_avg;downlink_datarate_avg;downlink_availability_avg;downlink_continuity_avg;downlink_transaction_time_avg;downlink_transaction_possibility_avg
0;1786615548;0;0;7.49103;46.91915;509.99007984;140.20801;0;0;0;-1.17364;-0.06869;385107.6185737303;5197284.755875946;0;62019;43.8087422251159;10.040115739427358;363.2348146308759;149.0740488175999;39.17934118903757;543.944106678685;8.77586311819031;38.00904892302973;6.5;86;-1;;50;;;0;288.15;350;228.8708104552863;303.8708104552864;1;;;;0;26.62819513465286;4.748715060405226;4.748715060405226;2.077562838927286;2.077562838927286;25326.4803221612;4748.715060405226;168.7424936585593;168.7424936585593;12;12;0.2;84.09175713459308;5.986542464226206;6.95564259430677;12;0.6666666666666666;0.3169017600000001;84.705547736462;5.988313752230294;6.957413882310858;12;0.6666666666666666;0.3169017600000001;0;0.10351496710688868;316901.76;1;0;1;0.05170056486906226;0;0.10351496710688868;316901.76;1;0;0.05170056486906226;0;0.10351496710688868;316901.76;1;0;1;0.05170056486906226;0;0.10351496710688868;316901.76;1;0;0.05170056486906226;0
10;1786615558;0;9.492592592591098;7.49103;46.91915;509.9829749520002;140.26596;7.900874738066844e-11;7.900874738066844e-10;0;0.657746555555564;-0.07524981481481578;385107.6185737303;5197284.755875946;0;62019;43.43934966756124;10.74372006522489;363.1602319939457;145.3709868459681;34.70298004077592;595.3876058955764;5.199390572693966;35.35131198977917;6.5;86;-1;;50;;;0;288.15;350;238.2557527478079;313.2557527478079;1;;;;0;24.28524499088258;5.269423112861884;5.269423112861884;2.305372611877074;2.305372611877074;28103.58993526338;5269.423112861884;169.5274039379252;169.5274039379252;12;12;0.2;82.55832902982074;5.98085638851443;6.949956518594994;12;0.6666666666666666;0.3169017600000001;83.04001892043852;5.982862193191478;6.951962323272042;12;0.6666666666666666;0.3169017600000001;0;0.10368656414958978;316901.76;1;0;1;0.05170056486906226;0;0.10360076562823922;316901.76;1;0;0.05170056486906226;0;0.10368656414958978;316901.76;1;0;1;0.05170056486906226;0;0.10360076562823922;316901.76;1;0;0.05170056486906226;0
20;1786615568;0;19.01915708811964;7.49103;46.91915000000002;509.982974952;140.265958467433;7.900874738066844e-11;7.900874738066844e-10;0;0.6423075095785522;-0.07513601532566494;385107.6185737303;5197284.755875946;0;62019;43.06514155392159;11.438263688032032;363.0849187488857;142.584789120973;30.82765030009047;650.7555582236568;2.380537681334751;31.46633752439283;6.5;86;-1;;50;;;0;288.15;350;247.0353528680558;322.0353528680559;1;;;;0;22.15753518485872;5.854145948388072;5.854145948388072;2.561188852419781;2.561188852419781;31222.11172473638;5854.145948388072;170.299765866569;170.299765866569;12;12;0.2;80.94542802510802;5.972274175130094;6.941374305210658;12;0.6666666666666666;0.3169017600000001;81.30707295933156;5.974482945944352;6.943583076024916;12;0.6666666666666666;0.3169017600000001;0;0.10387125175880268;316901.76;1;0;1;0.05170056486906226;0;0.10369092767176038;316901.76;1;0;0.05170056486906226;0;0.10387125175880268;316901.76;1;0;1;0.05170056486906226;0;0.10369092767176038;316901.76;1;0;0.05170056486906226;0
30;1786615578;0;28.51111111110662;7.49103;46.91915;509.9830123408;140.2659122222222;0;0;0;0.6432966666667106;-0.07568711111112036;385107.6185737303;5197284.755875946;0;62019;42.6862350809873;12.12386334905452;363.0089305373995;140.4237685524353;27.4773575697004;709.1237237139964;0.1992413575625235;28.12041530061583;0;86;-1;;50;;;0;288.15;350;254.970434982867;329.970434982867;1;;;;0;20.24709282415381;6.501978150967598;6.501978150967598;2.844615441048324;2.844615441048324;34677.21680516052;6501.978150967598;171.0458484413782;171.0458484413782;12;12;0.2;72.76808665909082;5.820930588391944;6.790030718472508;12;0.6666666666666666;0.3169017600000001;73.02401680984508;5.830981480731324;6.800081610811888;12;0.6666666666666666;0.3169017600000001;0;0.1040659470019043;316901.76;1;0;1;0.05170056486906226;0;0.10378468250429636;316901.76;1;0;0.05170056486906226;0;0.1040659470019043;316901.76;1;0;1;0.05170056486906226;0;0.10378468250429636;316901.76;1;0;0.05170056486906226;0
40;1786615588;0;38.00383141761836;7.49103;46.91915;509.9830115280002;140.2658404214559;0;0;0;0.6452322988505872;-0.07648984674329526;385107.6185737303;5197284.755875946;0;62019;42.30274517087654;12.800639822622188;362.9323236227183;138.7047672522081;24.569307164594;769.8041059497472;358.4667543306658;25.21636940228653;0;86;-1;;50;;;0;288.15;350;261.9466418446761;336.9466418446761;1;;;;0;18.04071784443409;7.215117178342686;7.215117178342686;3.156613765524926;3.156613765524926;38480.624951161;7215.117178342686;171.7590126065748;171.7590126065748;12;12;0.2;71.02978514204248;5.7354302710446;6.704530401125164;12;0.6666666666666666;0.3169017600000001;71.19485426191048;5.745013505279538;6.714113635360104;12;0.6666666666666666;0.3169017600000001;0;0.10426835496987176;316901.76;1;0;1;0.05170056486906226;0;0.10388141699741144;316901.76;1;0;0.05170056486906226;0;0.10426835496987176;316901.76;1;0;1;0.05170056486906226;0;0.10388141699741144;316901.76;1;0;0.05170056486906226;0
50;1786615598;0;47.51340996168504;7.49103;46.91915;509.982993730483;140.2659410727969;0;0;0;0.6423377777777794;-0.07693559386973324;385107.6185737303;5197284.755875946;0;63664;40.78336300041721;6.720108745146594;359.768903802662;185.4642497030935;23.54507647955947;787.3913521745692;45.42341586021648;23.94211476305636;0;168;-1;;50;;;0;288.15;350;264.3829220809572;339.3829220809572;1;;;;0;18.92993529628029;7.509942659853054;7.509942659853054;3.28559991368571;3.28559991368571;40053.02751921628;7509.942659853054;171.9552209563527;171.9552209563527;12;12;0.2;70.4097651625935;5.696219270409234;6.665319400489798;12;0.6666666666666666;0.3169017600000001;70.54354575994524;5.705128539274844;6.674228669355408;12;0.6666666666666666;0.3169017600000001;0;0.10432701970861186;316901.76;1;0;1;0.05170056486906226;0;0.10395568411594484;316901.76;1;0;0.05170056486906226;0;0.10432701970861186;316901.76;1;0;1;0.05170056486906226;0;0.10395568411594484;316901.76;1;0;0.05170056486906226;0
60;1786615608;0;57.0229885057448;7.49103;46.91915;509.9830464223448;140.2660654022989;0;0;0;0.642286666666662;-0.07577724137930656;385107.6185737303;5197284.755875946;0;61248;51.22760767246142;1.764488045567276;365.3123734420779;321.0114743525985;25.87439768792621;745.7806486078966;180.7057165569341;25.23312202615511;0;66;-1;;50;;;0;288.15;350;258.8187444281911;333.8187444281911;1;;;;0;19.81176966523754;6.874430561995816;6.874430561995816;3.00756337087317;3.00756337087317;36663.62966397769;6874.430561995818;171.4836303462474;171.4836303462474;12;12;0.2;71.7949044133685;5.77708942824148;6.746189558322044;12;0.6666666666666666;0.3169017600000001;72.00047766366148;5.787146689858352;6.756246819938916;12;0.6666666666666666;0.3169017600000001;0;0.1041882213417541;316901.76;1;0;1;0.05170056486906226;0;0.10398890371963188;316901.7600000001;1;0;0.05170056486906226;0;0.1041882213417541;316901.76;1;0;1;0.05170056486906226;0;0.10398890371963188;316901.7600000001;1;0;0.05170056486906226;0
70;1786615618;0;66.53256704980828;7.49103;46.91915;509.9830310071726;140.265942605364;6.745665058273766e-12;6.745665058273768e-11;0;0.6389951340996192;-0.07573409961685854;385107.6185737303;5197284.755875946;0;61248;51.02758664047516;2.712962271425882;365.2682969226817;324.3481749218566;28.62744278137904;691.856686469064;184.0176467700038;27.99539179409438;0;66;-1;;50;;;0;288.15;350;252.2224193312557;327.2224193312557;1;;;;0;20.90992492850239;6.261579646307504;6.261579646307504;2.739441095259533;2.739441095259533;33395.09144697335;6261.579646307502;170.8317309937759;170.8317309937759;12;12;0.2;73.327776957142;5.84219438969936;6.811294519779924;12;0.6666666666666666;0.3169017600000001;73.62002688774548;5.852291575799402;6.821391705879966;12;0.6666666666666666;0.3169017600000001;0;0.1040083503653507;316901.76;1;0;1;0.05170056486906226;0;0.10399133455034674;316901.76;1;0;0.05170056486906226;0;0.1040083503653507;316901.76;1;0;1;0.05170056486906226;0;0.10399133455034674;316901.76;1;0;0.05170056486906226;0
80;1786615628;0;76.0076628352436;7.49103;46.91915;509.9830112477244;140.2659893869732;6.745665058273766e-12;6.745665058273768e-11;0;0.6431771647509456;-0.07670544061302298;385107.6185737303;5197284.755875946;0;61248;50.81925249930832;3.652782116132163;365.222375977537;328.4428613949663;31.66207865053278;641.4255949509282;188.0756584831112;31.03620164664009;6.5;66;-1;;50;;;0;288.15;350;245.1014854851493;320.1014854851493;1;;;;0;22.62345274993231;5.71528262675223;5.71528262675223;2.500436149204101;2.500436149204101;30481.50734267856;5715.28262675223;170.174333856623;170.174333856623;12;12;0.2;81.27047605990558;5.974267650097618;6.943367780178182;12;0.6666666666666666;0.3169017600000001;81.65827960774936;5.976459872640896;6.94556000272146;12;0.6666666666666666;0.3169017600000001;0;0.10384013035122968;316901.76;1;0;1;0.05170056486906226;0;0.10397453408377818;316901.76;1;0;0.05170056486906226;0;0.10384013035122968;316901.76;1;0;1;0.05170056486906226;0;0.10397453408377818;316901.76;1;0;0.05170056486906226;0
90;1786615638;0;85.48275862068604;7.49103;46.91915;509.9830115280002;140.2659744827586;0;0;0;0.6412086206896622;-0.0767958620689678;385107.6185737303;5197284.755875946;0;61248;50.60273805635852;4.583748223075984;365.1746415149637;333.5328650491412;34.95282809931035;595.3825637313254;193.1145183813145;34.34606005713511;6.5;66;-1;;50;;;0;288.15;350;237.7090472593106;312.7090472593106;1;;;;0;24.41921706753635;5.2364992438742;5.2364992438742;2.290968419194962;2.290968419194962;27927.99596732906;5236.4992438742;169.5273303793438;169.5273303793438;12;12;0.2;82.60573065007192;5.981063745351988;6.950163875432552;12;0.6666666666666666;0.3169017600000001;83.09500662978764;5.983077394162608;6.952177524243172;12;0.6666666666666666;0.3169017600000001;0;0.10368654733074022;316901.76;1;0;1;0.05170056486906226;0;0.10394573540847438;316901.76;1;0;0.05170056486906226;0;0.10368654733074022;316901.76;1;0;1;0.05170056486906226;0;0.10394573540847438;316901.76;1;0;0.05170056486906226;0
100;1786615648;0;94.9578544061288;7.49103;46.91915;509.983009986483;140.2658142145594;0;0;0;0.6422574329502094;-0.07674114942528706;385107.6185737303;5197284.755875946;0;61248;50.37817828490366;5.50568057836899;365.1251256781798;339.9211555759495;38.40853281690731;554.8276123851804;199.4304530462073;37.82894335875671;6.5;66;-1;;50;;;0;288.15;350;230.4227003484407;305.4227003484407;1;;;;0;26.22879575120556;4.82886124975232;4.82886124975232;2.11262679676664;2.11262679676664;25753.9266653457;4828.86124975232;168.9145694766614;168.9145694766614;12;12;0.2;83.80447116930456;5.985623665305184;6.954723795385748;12;0.6666666666666666;0.3169017600000001;84.39613848698876;5.987452046243138;6.956552176323704;12;0.6666666666666666;0.3169017600000001;0;0.1035512705742244;316901.76;1;0;1;0.05170056486906226;0;0.1039098749689971;316901.76;1;0;0.05170056486906226;0;0.1035512705742244;316901.76;1;0;1;0.05170056486906226;0;0.1039098749689971;316901.76;1;0;0.05170056486906226;0
110;1786615658;0;104.41851851851554;7.49103;46.91915;509.9830268357334;140.2659667407407;0;0;0;0.6435545185185382;-0.07569851851852358;385107.6185737303;5197284.755875946;0;61248;50.14571284613758;6.418407237234196;365.073862458391;347.9515885997959;41.8279164204052;521.0500381899684;207.3628509846871;41.29218020524329;6.5;66;-1;;50;;;0;288.15;350;223.7512971670634;298.7512971670634;1;;;;0;27.93618750131293;4.498455149777967;4.498455149777967;1.968074128027861;1.968074128027861;23991.76079881583;4498.455149777967;168.3689967841158;168.3689967841158;12;12;0.2;84.8250026305633;5.988630393357068;6.957730523437632;12;0.6666666666666666;0.3169017600000001;85.51258507755768;5.990293327538556;6.95939345761912;12;0.6666666666666666;0.3169017600000001;0;0.10343860071448024;316901.76;1;0;1;0.05170056486906226;0;0.10387060211445404;316901.76;1;0;0.05170056486906226;0;0.10343860071448024;316901.76;1;0;1;0.05170056486906226;0;0.10387060211445404;316901.76;1;0;0.05170056486906226;0
120;1786615668;0;113.91111111110662;7.49103;46.91915;509.9830147792002;140.2659617777778;0;0;0;0.6446959999999766;-0.07624222222221932;385107.6185737303;5197284.755875946;0;61248;49.90548034099568;7.3217862030422;365.020886481294;357.9027221526639;44.8592572401552;495.4426980521402;217.1907913922071;44.39351135420931;6.5;66;-1;;50;;;0;288.15;350;218.3031558072848;293.3031558072848;1;;;;0;29.37568120102879;4.253100929827761;4.253100929827761;1.860731656799645;1.860731656799645;22683.20495908139;4253.100929827761;167.931276784092;167.931276784092;12;12;0.2;85.61541932176548;5.990520219107944;6.959620349188508;12;0.6666666666666666;0.3169017600000001;86.38293240711914;5.992054454327604;6.961154584408168;12;0.6666666666666666;0.3169017600000001;0;0.1033531838220452;316901.76;1;0;1;0.05170056486906226;0;0.10383080070734566;316901.7599999999;1;0;0.05170056486906226;0;0.1033531838220452;316901.76;1;0;1;0.05170056486906226;0;0.10383080070734566;316901.7599999999;1;0;0.05170056486906226;0
130;1786615678;0;123.40370370370042;7.49103;46.91915;509.9830115280002;140.2658701851852;0;0;0;0.6448491481481506;-0.0767595925925965;385107.6185737303;5197284.755875946;0;61248;49.65762056460102;8.215693689398028;364.9662335550147;9.744129601067998;47.01601607729788;479.3206272189454;228.9048161639217;46.65267771095272;6.5;66;-1;;50;;;0;288.15;350;214.6946008942012;289.6946008942013;1;;;;0;30.10512566526586;4.100913562481818;4.100913562481818;1.794149683585796;1.794149683585796;21871.53899990303;4100.913562481818;167.6439305217372;167.6439305217372;12;12;0.2;86.12153492468012;5.991562013099244;6.96066214317981;12;0.6666666666666666;0.3169017600000001;86.94281135586582;5.993014719334994;6.962114849415558;12;0.6666666666666666;0.3169017600000001;0;0.10329940638234326;316901.76;1;0;1;0.05170056486906226;0;0.10379284396984548;316901.7599999999;1;0;0.05170056486906226;0;0.10329940638234326;316901.76;1;0;1;0.05170056486906226;0;0.10379284396984548;316901.7599999999;1;0;0.05170056486906226;0
140;1786615688;0;132.8927203065127;7.49103;46.91915;509.983048104;140.2660335632184;0;0;0;0.6436630651340948;-0.07588662835249156;385107.6185737303;5197284.755875946;0;61248;49.40227733533456;9.100013002235746;364.909941341406;22.83766718348025;47.8223727872513;473.6560703922208;241.9071052062661;47.58971366421768;6.5;66;-1;;50;;;0;288.15;350;213.4021462198553;288.4021462198553;1;;;;0;30.46146526917858;4.048217878093587;4.048217878093587;1.771095321665945;1.771095321665945;21590.49534983246;4048.217878093587;167.5406702950288;167.5406702950288;12;12;0.2;86.30054519769656;5.991902427488972;6.961002557569536;12;0.6666666666666666;0.3169017600000001;87.14124076144756;5.993326456265812;6.962426586346378;12;0.6666666666666666;0.3169017600000001;0;0.1032805114546172;316901.76;1;0;1;0.05170056486906226;0;0.10375868846883026;316901.7599999999;1;0;0.05170056486906226;0;0.1032805114546172;316901.76;1;0;1;0.05170056486906226;0;0.10375868846883026;316901.7599999999;1;0;0.05170056486906226;0
150;1786615698;0;142.3678160919517;7.49103;46.91915;509.983038434483;140.2659542528736;0;0;0;0.643691149425318;-0.07606137931035012;385107.6185737303;5197284.755875946;0;61248;49.13959222049842;9.974655572275958;364.852048016498;35.95779268852121;47.06687580424004;478.8214561825892;255.0032604902042;46.97763524300106;6.5;66;-1;;50;;;0;288.15;350;214.6121739125848;289.6121739125848;1;;;;0;30.12778677840118;4.097525288062477;4.097525288062477;1.792667313527334;1.792667313527334;21853.46820299988;4097.525288062477;167.6348802044623;167.6348802044623;12;12;0.2;86.13545588643274;5.9915889909552;6.960689121035764;12;0.6666666666666666;0.3169017600000001;86.95796819418936;5.993039035917834;6.9621391659984;12;0.6666666666666666;0.3169017600000001;0;0.10329774132699232;316901.76;1;0;1;0.05170056486906226;0;0.10372987927246538;316901.7599999999;1;0;0.05170056486906226;0;0.10329774132699232;316901.76;1;0;1;0.05170056486906226;0;0.10372987927246538;316901.7599999999;1;0;0.05170056486906226;0
160;1786615708;0;151.8429118773908;7.49103;46.91915;509.9830115280002;140.2658414176245;0;0;0;0.6448752107279848;-0.07683134099616468;385107.6185737303;5197284.755875946;0;61248;48.8697071185281;10.83954940136904;364.7925928805126;47.86478222218102;44.94590727943044;494.4775264780208;266.9522663491121;44.99200013910993;6.5;66;-1;;50;;;0;288.15;350;218.1538992966651;293.1538992966652;1;;;;0;29.16575871047451;4.246651826403365;4.246651826403365;1.857910174051472;1.857910174051472;22648.80974081794;4246.651826403364;167.9143393052461;167.9143393052461;12;12;0.2;85.641627386784;5.990577191984468;6.959677322065034;12;0.6666666666666666;0.3169017600000001;86.4113510783461;5.99210623031599;6.961206360396554;12;0.6666666666666666;0.3169017600000001;0;0.10334996435621688;316901.76;1;0;1;0.05170056486906226;0;0.10370753133621546;316901.7599999999;1;0;0.05170056486906226;0;0.10334996435621688;316901.76;1;0;1;0.05170056486906226;0;0.10370753133621546;316901.7599999999;1;0;0.05170056486906226;0
170;1786615718;0;161.3180076628346;7.49103;46.91915;509.9830231594484;140.2660509195403;0;0;0;0.6416836781609234;-0.0767277011494252;385107.6185737303;5197284.755875948;0;61248;48.5927673870882;11.694628173974306;364.7316170831482;57.89337776120886;41.93004592188376;519.6756294266364;277.0633671852343;42.08818565564025;6.5;66;-1;;50;;;0;288.15;350;223.5605705627217;298.5605705627218;1;;;;0;27.23584235717351;4.489520690111855;4.489520690111855;1.964165301923936;1.964165301923936;23944.11034726323;4489.520690111855;168.346055157619;168.346055157619;12;12;0.2;84.86078754283014;5.988723570495904;6.957823700576468;12;0.6666666666666666;0.3169017600000001;85.5511434660974;5.990379030827372;6.959479160907936;12;0.6666666666666666;0.3169017600000001;0;0.10343401618032452;316901.76;1;0;1;0.05170056486906226;0;0.10369233604977706;316901.7599999999;1;0;0.05170056486906226;0;0.10343401618032452;316901.76;1;0;1;0.05170056486906226;0;0.10369233604977706;316901.7599999999;1;0;0.05170056486906226;0
180;1786615728;0;170.8275862068908;7.49103;46.91915;509.9830052217932;140.2658834482759;0;0;0;0.6488031034483042;-0.07704034482758488;385107.6185737303;5197284.755875946;0;61248;48.30891392374514;12.53985486351499;364.6691619120002;65.99443450722736;38.50953429591539;553.1110716259994;285.2457003294615;38.75702562137628;6.5;66;-1;;50;;;0;288.15;350;230.217784753151;305.217784753151;1;;;;0;25.53044022654467;4.818155907567494;4.818155907567494;2.107943209560778;2.107943209560778;25696.83150702664;4818.155907567494;168.8876551794386;168.8876551794386;12;12;0.2;83.84677439591804;5.985762792571224;6.954862922651788;12;0.6666666666666666;0.3169017600000001;84.44135647991078;5.98758182995301;6.956681960033574;12;0.6666666666666666;0.3169017600000001;0;0.10354554481057232;316901.76;1;0;1;0.05170056486906226;0;0.10368461019508208;316901.7599999999;1;0;0.05170056486906226;0;0.10354554481057232;316901.76;1;0;1;0.05170056486906226;0;0.10368461019508208;316901.7599999999;1;0;0.05170056486906226;0
190;1786615738;0;180.3259259259244;7.49103;46.91915;509.9830353701336;140.2659621481481;0;0;0;0.6436271111111126;-0.0758619259259277;385107.6185737303;5197284.755875946;0;61248;48.01829184408468;13.375193535656204;364.605270731815;72.4398478489257;35.0427026685247;593.3896254221128;291.7733092971513;35.35388933301324;6.5;66;-1;;50;;;0;288.15;350;237.5130149097914;312.5130149097914;1;;;;0;23.71732021973617;5.224780572642078;5.224780572642078;2.285841500530909;2.285841500530909;27865.49638742441;5224.780572642078;169.498207123291;169.498207123291;12;12;0.2;82.65169949602086;5.98126269374638;6.950362823826944;12;0.6666666666666666;0.3169017600000001;83.14369885277688;5.983265704323032;6.952365834403596;12;0.6666666666666666;0.3169017600000001;0;0.10367989960410124;316901.76;1;0;1;0.05170056486906226;0;0.10368437466553304;316901.7599999999;1;0;0.05170056486906226;0;0.10367989960410124;316901.76;1;0;1;0.05170056486906226;0;0.10368437466553304;316901.7599999999;1;0;0.05170056486906226;0
200;1786615748;0;189.7777777777747;7.49103;46.91915;509.9830196560002;140.2659566666667;0;0;0;0.6437466666666498;-0.0763222222222217;385107.6185737303;5197284.755875946;0;61248;47.72104233921142;14.200632559586638;364.539987217353;77.57375928532454;31.73626836567283;639.2151695592726;296.9730993474181;32.09785029994214;6.5;66;-1;;50;;;0;288.15;350;244.9305847087883;319.9305847087883;1;;;;0;21.91468284555481;5.70331241919057;5.70331241919057;2.495199183395875;2.495199183395875;30417.66623568304;5703.31241919057;170.144349600923;170.144349600923;12;12;0.2;81.31766748897542;5.974544936589414;6.943645066669978;12;0.6666666666666666;0.3169017600000001;81.707790335159;5.976725998729432;6.945826128809996;12;0.6666666666666666;0.3169017600000001;0;0.10383275716577198;316901.76;1;0;1;0.05170056486906226;0;0.10369144049887776;316901.7599999999;1;0;0.05170056486906226;0;0.10383275716577198;316901.76;1;0;1;0.05170056486906226;0;0.10369144049887776;316901.7599999999;1;0;0.05170056486906226;0
