t_rel;t_epoch;ID;subID;lon;lat;alt;heading;speed;distance;yaw;pitch;roll;easting;northing;flightphase;satid;orbit_lat;orbit_lng;orbit_dist;uav_az;uav_elev;uav_dist;gain_az;gain_elev;gain_value;sat_sel;beam_sel;alpha;EIRP0;d_alpha;db_at_alpha;EIRP;Tsky_uav;Tsys_uav;Tsky_sat;Tsys_sat;terrain_shadowing;DEM_x;DEM_y;DEM_z;DEM_dist;DEM_min_dz;atm_loss_up;atm_loss_down;rain_att_up;rain_att_down;path_in_atm;path_in_rain;path_loss_up;path_loss_down;f_down;f_up;bandwidth;CN0_downlink;CN_total_downlink;Es/N0_down;modcod_downlink;coderate_downlink;datarate_downlink;CN0_uplink;CN_total_uplink;Es/N0_up;modcod_uplink;coderate_uplink;datarate_uplink;act_flightphase_start;uplink_latency_active;uplink_datarate_active;uplink_availability_active;uplink_continuity_active;uplink_integrity_active;uplink_transaction_time_active;uplink_transaction_possibility_active;uplink_latency_avg;uplink_datarate_avg;uplink_availability_avg;uplink_continuity_avg;uplink_transaction_time_avg;uplink_transaction_possibility_avg;downlink_latency_active;downlink_datarate_active;downlink_availability_active;downlink_continuity_active;downlink_integrity_active;downlink_transaction_time_active;downlink_transaction_possibility_active;downlink_latency_avg;downlink_datarate_avg;downlink_availability_avg;downlink_continuity_avg;downlink_transaction_time_avg;downlink_transaction_possibility_avg
0;1780344000;0;2050;14.3136568;46.6236436;448.3480401097453;0.7331901753158266;9.112345715168524;2.278086428792131;4.421101670835743;-3.62623771652482;0.9079784196069716;447455.1631290055;5163571.12319715;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.25;1780344000.25;0;2051.244999995232;14.313657197999998;46.62366408549992;447.5541987501785;1.0345536822836874;8.01580271944762;2.003950679861905;4.190061425119966;-3.626759650337026;0.9686326620583176;447455.2134197309;5163573.39925175;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.5;1780344000.5;0;2052.247500298619;14.313657673250208;46.62368210450544;447.5780389358559;1.437316631446669;5.061132727850518;1.265283181962629;3.61618515009863;-3.609349812943282;0.9329332402433888;447455.2672380462;5163575.401181472;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
0.75;1780344000.75;0;2052.872500149608;14.313658110750104;46.62369347950274;447.5895627593897;1.24592085296853;8.247717501539628;2.061929375384907;3.666997615985889;-3.579940495208515;0.8746784633707992;447455.3117378376;5163576.664863522;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1;1780344001;0;2053.995000001192;14.313658697500002;46.62371201850002;447.6038589856132;1.941438718070192;9.934930555071222;2.483732638767806;2.972946397090928;-3.44650463723453;0.7560595675616406;447455.3745953646;5163578.724499686;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.25;1780344001.25;0;2055.244999995232;14.313659795999996;46.62373434249992;447.624751385105;1.963624823984425;9.597774704983452;2.399443676245863;3.859747340398773;-3.437365064974248;0.8685089844233936;447455.4802932822;5163581.204378882;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.5;1780344001.5;0;2056.495000597238;14.313660895000598;46.623755908011;447.6420613203277;2.377125541802767;9.608866602480194;2.402216650620049;4.487326187399259;-3.282548830417817;1.109442002698926;447455.5852955867;5163583.599975542;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1.75;1780344001.75;0;2057.745000299215;14.31366221950033;46.62377749250494;447.6578822686596;2.715856550011939;10.114380980289046;2.528595245072262;4.876647478947366;-3.014803926421108;1.345554766070599;447455.707579802;5163585.997531244;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2;1780344002;0;2058.995000001192;14.313663793500004;46.62380020700002;448.5175680409307;2.974018758441112;10.11463040204077;2.528657600510193;4.541591521885114;-2.975983624491933;1.342881218550593;447455.850058308;5163588.520484774;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2.25;1780344002.25;0;2060.244999995232;14.313665542999992;46.62382291599992;447.9652792986664;3.414764997040124;9.710892874233502;2.427723218558376;3.608093084955471;-2.963708014873016;1.114812741614023;447456.0059672107;5163591.04271071;-1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
